,D,UD,X,X.1,class,classInt,meanY,meanYmean,meanYstd,newY,order,stdY,InjectionLocation
1447,7,34,1447,310,B,0,203,154.7078042,35.72151607,195.3136349,13,3.31662479,0
1448,7,34,1448,311,B,0,203.5,154.7078042,35.72151607,197.7991607,14,3.605551275,0
1449,7,34,1449,312,B,0,196,154.7078042,35.72151607,195.0661099,15,1,0
1450,7,34,1450,313,B,0,197,154.7078042,35.72151607,197.7464919,16,1,0
1451,7,34,1451,314,B,0,203,154.7078042,35.72151607,201.226456,17,3.31662479,0
1452,7,34,1452,315,B,0,199.8181818,154.7078042,35.72151607,197.2899591,18,3.600505015,0
1453,7,34,1453,316,B,0,197.5,154.7078042,35.72151607,194.8777741,19,4.183300133,0
1454,7,34,1454,317,B,0,206.5,154.7078042,35.72151607,197.5086736,20,4.760952286,0
1455,7,34,1455,318,B,0,200.5,154.7078042,35.72151607,200.1187166,21,1.290994449,0
1456,7,34,1456,319,B,0,195,154.7078042,35.72151607,195.1877511,22,3.535533906,0
1457,7,34,1457,320,B,0,180.5,154.7078042,35.72151607,182.7436828,23,5.338539126,0
1458,7,34,1458,321,B,0,173.3,154.7078042,35.72151607,180.6518763,24,8.300602388,0
1459,7,34,1459,322,B,0,159.5,154.7078042,35.72151607,163.2478414,25,3.605551275,0
1460,7,34,1460,323,B,0,170,154.7078042,35.72151607,169.7305419,26,4.472135955,0
1461,7,34,1461,324,B,0,165.5,154.7078042,35.72151607,164.8745476,27,1.870828693,0
1462,7,34,1462,325,B,0,158,154.7078042,35.72151607,163.4084831,28,3.31662479,0
1463,7,34,1463,326,B,0,158.5,154.7078042,35.72151607,156.845537,29,4.183300133,0
1464,7,34,1464,327,B,0,144.5,154.7078042,35.72151607,143.7345028,30,4.183300133,0
1465,7,34,1465,328,B,0,144.5,154.7078042,35.72151607,150.4865972,31,3.027650354,0
1466,7,34,1466,329,B,0,142,154.7078042,35.72151607,142.4587755,32,2.160246899,0
1467,7,34,1467,330,B,0,132.75,154.7078042,35.72151607,130.1331635,33,2.915475947,0
1468,7,34,1468,331,B,0,127,154.7078042,35.72151607,127.8068669,34,3.31662479,0
1469,7,34,1469,332,B,0,120,154.7078042,35.72151607,125.0980635,35,3.894440482,0
1470,7,34,1470,333,B,0,118,154.7078042,35.72151607,118.4815494,36,3.894440482,0
1471,7,34,1471,334,B,0,103.5,154.7078042,35.72151607,106.1739256,37,1.870828693,0
1472,7,34,1472,335,B,0,100,154.7078042,35.72151607,96.8173553,38,3.31662479,0
1473,7,34,1473,336,B,0,94.5,154.7078042,35.72151607,98.69619829,39,1.870828693,0
1474,1,35,1474,43,R,1,103.5,123.7647703,46.36538067,103.8245882,1,3.605551275,0
1475,1,35,1475,44,R,1,102.2,123.7647703,46.36538067,103.0086836,2,2.588435821,0
1476,1,35,1476,45,R,1,121.9473684,123.7647703,46.36538067,123.6105773,3,12.3714442,0
1477,1,35,1477,46,R,1,128,123.7647703,46.36538067,81.872067,4,25.11971337,0
1478,1,35,1478,47,R,1,142,123.7647703,46.36538067,157.1958908,5,25.11971337,0
1479,1,35,1479,48,R,1,151.2,123.7647703,46.36538067,149.9684871,6,3.1144823,0
1480,1,35,1480,49,R,1,150.8333333,123.7647703,46.36538067,145.5858797,7,3.060501048,0
1481,1,35,1481,50,R,1,162.5714286,123.7647703,46.36538067,159.3635364,8,5.892815518,0
1482,1,35,1482,51,R,1,165.3333333,123.7647703,46.36538067,167.5020491,9,7.234178138,0
1483,1,35,1483,52,R,1,167.2,123.7647703,46.36538067,153.2799611,10,11.64903429,0
1484,1,35,1484,53,R,1,174,123.7647703,46.36538067,181.7804186,11,11.64903429,0
1485,1,35,1485,54,R,1,186.125,123.7647703,46.36538067,194.6458509,12,6.379375249,0
1486,1,35,1486,55,R,1,192,123.7647703,46.36538067,188.4595168,13,4.847679857,0
1487,1,35,1487,56,R,1,185.4285714,123.7647703,46.36538067,186.4227157,14,3.505098328,0
1488,1,35,1488,57,R,1,189.2,123.7647703,46.36538067,186.7485079,15,4.541169698,0
1489,1,35,1489,58,R,1,194,123.7647703,46.36538067,195.708088,16,10.03327796,0
1490,1,35,1490,59,R,1,197.6666667,123.7647703,46.36538067,196.6699868,17,1.527525232,0
1491,1,35,1491,60,R,1,199,123.7647703,46.36538067,192.2993213,18,5.656854249,0
1492,1,35,1492,61,R,1,197,123.7647703,46.36538067,197.9700605,19,1.414213562,0
1493,1,35,1493,62,R,1,194.4,123.7647703,46.36538067,190.156514,20,3.361547263,0
1494,1,35,1494,63,R,1,194.2,123.7647703,46.36538067,194.8105219,21,4.779586221,0
1495,1,35,1495,64,R,1,199.4,123.7647703,46.36538067,198.5794197,22,4.037325848,0
1496,1,35,1496,65,R,1,201,123.7647703,46.36538067,202.2650774,23,2.645751311,0
1497,1,35,1497,66,R,1,203.5,123.7647703,46.36538067,205.9424963,24,1.290994449,0
1498,1,35,1498,67,R,1,203.5555556,123.7647703,46.36538067,204.1190594,25,4.558264777,0
1499,1,35,1499,68,R,1,203,123.7647703,46.36538067,201.5984538,26,1,0
1500,1,35,1500,69,R,1,205.2,123.7647703,46.36538067,208.9612386,27,6.457553716,0
1501,1,35,1501,70,R,1,206.6666667,123.7647703,46.36538067,226.8417133,28,10.11599394,0
1502,1,35,1502,71,R,1,212.1666667,123.7647703,46.36538067,215.1336248,29,3.188521078,0
1503,1,35,1503,72,R,1,216.5,123.7647703,46.36538067,216.166524,30,0.707106781,0
1504,1,35,1504,73,R,1,202.6,123.7647703,46.36538067,219.5327714,31,14.43144714,0
1505,1,35,1505,74,R,1,201.5833333,123.7647703,46.36538067,207.551293,32,19.24699898,0
1506,1,35,1506,75,R,1,178.5,123.7647703,46.36538067,180.5224134,33,1.870828693,0
1507,1,35,1507,76,R,1,161,123.7647703,46.36538067,123.2230221,34,15.55634919,0
1508,1,35,1508,77,R,1,139,123.7647703,46.36538067,152.3300755,35,15.55634919,0
1509,1,35,1509,78,R,1,149,123.7647703,46.36538067,140.6344303,36,15.55634919,0
1510,1,35,1510,79,R,1,139.4444444,123.7647703,46.36538067,136.4254872,37,7.037597444,0
1511,1,35,1511,80,R,1,132.2857143,123.7647703,46.36538067,132.859691,38,3.251373336,0
1512,1,35,1512,81,R,1,132.6666667,123.7647703,46.36538067,130.9026474,39,3.214550254,0
1513,1,35,1513,82,R,1,135.5,123.7647703,46.36538067,134.7888729,40,0.707106781,0
1514,2,36,1514,83,R,1,134.5,123.7647703,46.36538067,132.9544911,1,0.707106781,0
1515,2,36,1515,84,R,1,130.5,123.7647703,46.36538067,130.5867107,2,1.870828693,0
1516,2,36,1516,85,R,1,127,123.7647703,46.36538067,128.0882522,3,6.055300708,0
1517,2,36,1517,86,R,1,129.3333333,123.7647703,46.36538067,130.18679,4,1.527525232,0
1518,2,36,1518,87,R,1,133.8888889,123.7647703,46.36538067,123.4772015,5,4.986091767,0
1519,2,36,1519,88,R,1,128.8,123.7647703,46.36538067,126.6349413,6,1.923538406,0
1520,2,36,1520,89,R,1,134.3,123.7647703,46.36538067,137.6322648,7,7.087547766,0
1521,2,36,1521,90,R,1,137.3,123.7647703,46.36538067,130.9428097,8,8.327331172,0
1522,2,36,1522,91,R,1,133.5,123.7647703,46.36538067,134.1041906,9,1.290994449,0
1523,2,36,1523,92,R,1,144.9333333,123.7647703,46.36538067,157.930664,10,7.225615808,0
1524,2,36,1524,93,R,1,150,123.7647703,46.36538067,143.3203222,11,6.141195789,0
1525,2,36,1525,94,R,1,152.5714286,123.7647703,46.36538067,156.1178165,12,11.48705275,0
1526,2,36,1526,95,R,1,152.5714286,123.7647703,46.36538067,148.2998849,13,11.48705275,0
1527,2,36,1527,96,R,1,155.3333333,123.7647703,46.36538067,150.2271469,14,4.131182236,0
1528,2,36,1528,97,R,1,156.1666667,123.7647703,46.36538067,149.2969591,15,2.786873995,0
1529,2,36,1529,98,R,1,165.75,123.7647703,46.36538067,163.5232913,16,2.217355783,0
1530,2,36,1530,99,R,1,175,123.7647703,46.36538067,169.7816439,17,4.242640687,0
1531,2,36,1531,100,R,1,169.2727273,123.7647703,46.36538067,175.6716667,18,3.849439156,0
1532,2,36,1532,101,R,1,170.8,123.7647703,46.36538067,171.6122764,19,3.1144823,0
1533,2,36,1533,102,R,1,169,123.7647703,46.36538067,163.8031867,20,8.041558721,0
1534,2,36,1534,103,R,1,176,123.7647703,46.36538067,182.0871741,21,8.041558721,0
1535,2,36,1535,104,R,1,190,123.7647703,46.36538067,183.4922108,22,8.273115764,0
1536,2,36,1536,105,R,1,194.2,123.7647703,46.36538067,189.7941878,23,6.300793601,0
1537,2,36,1537,106,R,1,192.9,123.7647703,46.36538067,193.8979857,24,3.604010112,0
1538,2,36,1538,107,R,1,198,123.7647703,46.36538067,198.8809343,25,1.58113883,0
1539,2,36,1539,108,R,1,200.3,123.7647703,46.36538067,201.339395,26,3.334999584,0
1540,2,36,1540,109,R,1,199.625,123.7647703,46.36538067,200.8370697,27,4.688511796,0
1541,2,36,1541,110,R,1,201.8571429,123.7647703,46.36538067,197.3366869,28,2.410295378,0
1542,2,36,1542,111,R,1,205,123.7647703,46.36538067,204.9270586,29,5.700877126,0
1543,2,36,1543,112,R,1,207,123.7647703,46.36538067,232.9254178,30,12.72792206,0
1544,2,36,1544,113,R,1,205.25,123.7647703,46.36538067,198.0355678,31,20.5649378,0
1545,2,36,1545,114,R,1,209.5,123.7647703,46.36538067,207.9262644,32,3.109126351,0
1546,2,36,1546,115,R,1,212,123.7647703,46.36538067,210.8538656,33,3.109126351,0
1547,2,36,1547,116,R,1,199.75,123.7647703,46.36538067,195.1970755,34,7.544313532,0
1548,2,36,1548,117,R,1,198.6666667,123.7647703,46.36538067,205.6837719,35,5.887840578,0
1549,2,36,1549,118,R,1,191.6666667,123.7647703,46.36538067,184.6291385,36,6.506407099,0
1550,2,36,1550,119,R,1,177,123.7647703,46.36538067,187.0869015,37,12.72792206,0
1551,2,36,1551,120,R,1,166.3846154,123.7647703,46.36538067,160.4259074,38,8.874480844,0
1552,2,36,1552,121,R,1,159.5,123.7647703,46.36538067,164.6012899,39,5.802298395,0
1553,2,36,1553,122,R,1,156.9,123.7647703,46.36538067,143.8985102,40,10.83666615,0
1554,2,36,1554,123,R,1,154.6,123.7647703,46.36538067,150.1394175,41,10.37028723,0
1555,2,36,1555,124,R,1,139.3333333,123.7647703,46.36538067,127.5659881,42,13.03329071,0
1556,2,36,1556,125,R,1,138.8333333,123.7647703,46.36538067,157.9305438,43,9.907909298,0
1557,2,36,1557,126,R,1,119.5,123.7647703,46.36538067,115.574173,44,2.121320344,0
1558,2,36,1558,127,R,1,119.6666667,123.7647703,46.36538067,117.9948168,45,1.527525232,0
1559,2,36,1559,128,R,1,118.6666667,123.7647703,46.36538067,119.1916441,46,2.081665999,0
1560,2,36,1560,129,R,1,117.6,123.7647703,46.36538067,118.8730782,47,2.073644135,0
1561,2,36,1561,130,R,1,114.6363636,123.7647703,46.36538067,111.1941933,48,4.9248904,0
1562,3,37,1562,131,R,1,115.3333333,123.7647703,46.36538067,116.0729568,1,3.391164992,0
1563,3,37,1563,132,R,1,112,123.7647703,46.36538067,111.4515044,2,1.58113883,0
1564,3,37,1564,133,R,1,113.6666667,123.7647703,46.36538067,113.4421653,3,2.081665999,0
1565,3,37,1565,134,R,1,117.5,123.7647703,46.36538067,117.9459203,4,0.707106781,0
1566,3,37,1566,135,R,1,129.3333333,123.7647703,46.36538067,119.9739272,5,15.87068958,0
1567,3,37,1567,136,R,1,135.25,123.7647703,46.36538067,149.7190713,6,15.90335394,0
1568,3,37,1568,138,R,1,158.1428571,123.7647703,46.36538067,158.9564595,7,4.879500365,0
1569,3,37,1569,139,R,1,159,123.7647703,46.36538067,157.718005,8,5.949789912,0
1570,3,37,1570,140,R,1,168.75,123.7647703,46.36538067,162.5505357,9,5.8002463,0
1571,3,37,1571,141,R,1,168.4444444,123.7647703,46.36538067,172.4933463,10,5.502524673,0
1572,3,37,1572,142,R,1,169.2222222,123.7647703,46.36538067,178.0118148,11,15.82543663,0
1573,3,37,1573,143,R,1,173.8333333,123.7647703,46.36538067,173.0963148,12,3.763863264,0
1574,3,37,1574,144,R,1,171,123.7647703,46.36538067,174.4921876,13,6.723094526,0
1575,3,37,1575,145,R,1,165.8333333,123.7647703,46.36538067,168.0755106,14,3.656045222,0
1576,3,37,1576,146,R,1,169.5,123.7647703,46.36538067,170.1049101,15,2.449489743,0
1577,3,37,1577,147,R,1,168.5,123.7647703,46.36538067,171.7307466,16,3.109126351,0
1578,3,37,1578,148,R,1,166.5,123.7647703,46.36538067,166.5915627,17,0.707106781,0
1579,3,37,1579,149,R,1,174.3,123.7647703,46.36538067,167.6142292,18,6.600505031,0
1580,3,37,1580,150,R,1,182.25,123.7647703,46.36538067,187.8914467,19,2.217355783,0
1581,3,37,1581,151,R,1,179.5714286,123.7647703,46.36538067,179.8355784,20,2.992052966,0
1582,3,37,1582,152,R,1,188.5,123.7647703,46.36538067,188.2291068,21,5.08920426,0
1583,3,37,1583,153,R,1,183.8,123.7647703,46.36538067,181.2909507,22,1.923538406,0
1584,3,37,1584,154,R,1,191,123.7647703,46.36538067,192.1821608,23,2.645751311,0
1585,3,37,1585,155,R,1,191.2222222,123.7647703,46.36538067,183.5385266,24,3.562926388,0
1586,3,37,1586,156,R,1,191.5,123.7647703,46.36538067,191.8978213,25,0.707106781,0
1587,3,37,1587,157,R,1,195.5,123.7647703,46.36538067,195.8302345,26,3.535533906,0
1588,3,37,1588,158,R,1,196,123.7647703,46.36538067,194.1449525,27,3.944053189,0
1589,3,37,1589,159,R,1,194,123.7647703,46.36538067,199.8230835,28,2.828427125,0
1590,3,37,1590,160,R,1,187.7058824,123.7647703,46.36538067,178.7234441,29,8.851304324,0
1591,3,37,1591,161,R,1,170.4545455,123.7647703,46.36538067,164.8604504,30,10.89370127,0
1592,3,37,1592,162,R,1,156.8333333,123.7647703,46.36538067,164.5799453,31,14.35850503,0
1593,3,37,1593,163,R,1,148.5,123.7647703,46.36538067,148.5087563,32,1.290994449,0
1594,3,37,1594,164,R,1,143,123.7647703,46.36538067,143.5767828,33,1.290994449,0
1595,3,37,1595,165,R,1,137,123.7647703,46.36538067,136.5357667,34,1,0
1596,3,37,1596,166,R,1,134,123.7647703,46.36538067,132.1668615,35,1,0
1597,3,37,1597,167,R,1,105,123.7647703,46.36538067,105.0648317,36,1,0
1598,3,37,1598,168,R,1,109.1818182,123.7647703,46.36538067,115.6872325,37,7.494240213,0
1599,4,38,1599,169,R,1,103.125,123.7647703,46.36538067,100.0398755,1,7.278883352,0
1600,4,38,1600,170,R,1,97.55555556,123.7647703,46.36538067,106.3377415,2,3.9086798,0
1601,4,38,1601,171,R,1,100.5,123.7647703,46.36538067,106.4896404,3,6.654154926,0
1602,4,38,1602,172,R,1,98.25,123.7647703,46.36538067,91.00717274,4,5.123475383,0
1603,4,38,1603,173,R,1,100.75,123.7647703,46.36538067,99.08105134,5,4.031128874,0
1604,4,38,1604,174,R,1,102.1,123.7647703,46.36538067,96.24690796,6,3.842742077,0
1605,4,38,1605,175,R,1,102.0833333,123.7647703,46.36538067,102.3123514,7,4.461111426,0
1606,4,38,1606,176,R,1,96.66666667,123.7647703,46.36538067,99.04473702,8,1.527525232,0
1607,4,38,1607,177,R,1,101,123.7647703,46.36538067,104.8353981,9,3.741657387,0
1608,4,38,1608,178,R,1,102,123.7647703,46.36538067,89.20348524,10,15.55634919,0
1609,4,38,1609,179,R,1,118.6666667,123.7647703,46.36538067,100.8824203,11,17.95364401,0
1610,4,38,1610,180,R,1,124.4444444,123.7647703,46.36538067,126.573737,12,7.920355178,0
1611,4,38,1611,181,R,1,135.8,123.7647703,46.36538067,140.0285359,13,4.7644517,0
1612,4,38,1612,182,R,1,137.875,123.7647703,46.36538067,149.048309,14,6.197637799,0
1613,4,38,1613,183,R,1,141,123.7647703,46.36538067,141.7762627,15,1.58113883,0
1614,4,38,1614,184,R,1,148,123.7647703,46.36538067,130.316452,16,7.745966692,0
1615,4,38,1615,185,R,1,145.7333333,123.7647703,46.36538067,147.6744113,17,8.154461239,0
1616,4,38,1616,186,R,1,163.5,123.7647703,46.36538067,167.7731647,18,7.778174593,0
1617,4,38,1617,187,R,1,175.25,123.7647703,46.36538067,170.9766356,19,4.991659711,0
1618,4,38,1618,188,R,1,179,123.7647703,46.36538067,184.40403,20,5.215361924,0
1619,4,38,1619,189,R,1,181.3333333,123.7647703,46.36538067,181.1627401,21,3.326659987,0
1620,4,38,1620,190,R,1,174.6,123.7647703,46.36538067,177.5437464,22,4.50555213,0
1621,4,38,1621,191,R,1,181.2,123.7647703,46.36538067,185.8141676,23,3.768288736,0
1622,4,38,1622,192,R,1,173.6666667,123.7647703,46.36538067,177.1169002,24,5.507570547,0
1623,4,38,1623,193,R,1,188,123.7647703,46.36538067,187.4495508,25,1.414213562,0
1624,4,38,1624,194,R,1,188,123.7647703,46.36538067,190.5824733,26,4.082482905,0
1625,4,38,1625,195,R,1,205.5,123.7647703,46.36538067,203.9695277,27,0.707106781,0
1626,4,38,1626,196,R,1,199,123.7647703,46.36538067,193.4758293,28,9.2285788,0
1627,4,38,1627,197,R,1,199,123.7647703,46.36538067,188.1094317,29,9.2285788,0
1628,4,38,1628,198,R,1,203.75,123.7647703,46.36538067,206.6305093,30,2.815771906,0
1629,4,38,1629,199,R,1,194,123.7647703,46.36538067,205.9369137,31,5.656854249,0
1630,4,38,1630,200,R,1,193.75,123.7647703,46.36538067,196.9295579,32,8.276472679,0
1631,4,38,1631,201,R,1,199,123.7647703,46.36538067,204.2045507,33,3.535533906,0
1632,4,38,1632,202,R,1,197.2,123.7647703,46.36538067,195.9211354,34,2.774887385,0
1633,4,38,1633,203,R,1,200.25,123.7647703,46.36538067,192.4047003,35,4.092676386,0
1634,4,38,1634,204,R,1,196,123.7647703,46.36538067,200.0162694,36,5.244044241,0
1635,4,38,1635,205,R,1,197.4,123.7647703,46.36538067,204.2147632,37,6.877499546,0
1636,4,38,1636,206,R,1,197.6,123.7647703,46.36538067,192.3201889,38,4.195235393,0
1637,4,38,1637,207,R,1,197.6,123.7647703,46.36538067,202.0735613,39,8.61725843,0
1638,4,38,1638,208,R,1,182.5,123.7647703,46.36538067,175.8699212,40,6.259538176,0
1639,4,38,1639,209,R,1,177.1666667,123.7647703,46.36538067,166.9880236,41,6.794605704,0
1640,4,38,1640,210,R,1,164.5,123.7647703,46.36538067,162.8737806,42,2.886751346,0
1641,4,38,1641,211,R,1,169,123.7647703,46.36538067,160.432486,43,4.546060566,0
1642,4,38,1642,212,R,1,163.375,123.7647703,46.36538067,165.5119729,44,6.368168609,0
1643,4,38,1643,213,R,1,119.2564103,123.7647703,46.36538067,107.358694,45,23.90410441,0
1644,4,38,1644,214,R,1,77,123.7647703,46.36538067,75.78351241,46,1.58113883,0
1645,4,38,1645,215,R,1,99.71428571,123.7647703,46.36538067,105.9575868,47,35.43404336,0
1646,4,38,1646,216,R,1,77,123.7647703,46.36538067,81.45003488,48,7.071067812,0
1647,4,38,1647,217,R,1,77.6,123.7647703,46.36538067,81.81612848,49,3.209361307,0
1648,4,38,1648,218,R,1,73.5,123.7647703,46.36538067,75.06555003,50,1.290994449,0
1649,4,38,1649,219,R,1,72.8,123.7647703,46.36538067,74.2866542,51,1.923538406,0
1650,4,38,1650,220,R,1,70.5,123.7647703,46.36538067,70.55312411,52,0.707106781,0
1651,1,39,1651,43,R,1,103.5,123.7647703,46.36538067,97.53252078,1,3.605551275,0
1652,1,39,1652,44,R,1,102.2,123.7647703,46.36538067,104.4403629,2,2.588435821,0
1653,1,39,1653,45,R,1,121.9473684,123.7647703,46.36538067,137.9080738,3,12.3714442,0
1654,1,39,1654,46,R,1,128,123.7647703,46.36538067,119.0061699,4,25.11971337,0
1655,1,39,1655,47,R,1,142,123.7647703,46.36538067,116.9600576,5,25.11971337,0
1656,1,39,1656,48,R,1,151.2,123.7647703,46.36538067,150.248817,6,3.1144823,0
1657,1,39,1657,49,R,1,150.8333333,123.7647703,46.36538067,146.1678683,7,3.060501048,0
1658,1,39,1658,50,R,1,162.5714286,123.7647703,46.36538067,166.8082991,8,5.892815518,0
1659,1,39,1659,51,R,1,165.3333333,123.7647703,46.36538067,169.9545379,9,7.234178138,0
1660,1,39,1660,52,R,1,167.2,123.7647703,46.36538067,150.4476221,10,11.64903429,0
1661,1,39,1661,53,R,1,174,123.7647703,46.36538067,170.4266814,11,11.64903429,0
1662,1,39,1662,54,R,1,186.125,123.7647703,46.36538067,183.2130873,12,6.379375249,0
1663,1,39,1663,55,R,1,192,123.7647703,46.36538067,192.9976976,13,4.847679857,0
1664,1,39,1664,56,R,1,185.4285714,123.7647703,46.36538067,184.2310944,14,3.505098328,0
1665,1,39,1665,57,R,1,189.2,123.7647703,46.36538067,193.1960098,15,4.541169698,0
1666,1,39,1666,58,R,1,194,123.7647703,46.36538067,197.5200977,16,10.03327796,0
1667,1,39,1667,59,R,1,197.6666667,123.7647703,46.36538067,196.3973963,17,1.527525232,0
1668,1,39,1668,60,R,1,199,123.7647703,46.36538067,206.472287,18,5.656854249,0
1669,1,39,1669,61,R,1,197,123.7647703,46.36538067,196.605422,19,1.414213562,0
1670,1,39,1670,62,R,1,194.4,123.7647703,46.36538067,199.7191696,20,3.361547263,0
1671,1,39,1671,63,R,1,194.2,123.7647703,46.36538067,193.7850286,21,4.779586221,0
1672,1,39,1672,64,R,1,199.4,123.7647703,46.36538067,204.9513343,22,4.037325848,0
1673,1,39,1673,65,R,1,201,123.7647703,46.36538067,200.4078204,23,2.645751311,0
1674,1,39,1674,66,R,1,203.5,123.7647703,46.36538067,203.8053821,24,1.290994449,0
1675,1,39,1675,67,R,1,203.5555556,123.7647703,46.36538067,210.2926238,25,4.558264777,0
1676,1,39,1676,68,R,1,203,123.7647703,46.36538067,201.4499883,26,1,0
1677,1,39,1677,69,R,1,205.2,123.7647703,46.36538067,219.6733697,27,6.457553716,0
1678,1,39,1678,70,R,1,206.6666667,123.7647703,46.36538067,206.0726909,28,10.11599394,0
1679,1,39,1679,71,R,1,212.1666667,123.7647703,46.36538067,210.1410003,29,3.188521078,0
1680,1,39,1680,72,R,1,216.5,123.7647703,46.36538067,217.2028223,30,0.707106781,0
1681,1,39,1681,73,R,1,202.6,123.7647703,46.36538067,203.7803987,31,14.43144714,0
1682,1,39,1682,74,R,1,201.5833333,123.7647703,46.36538067,181.6993283,32,19.24699898,0
1683,1,39,1683,75,R,1,178.5,123.7647703,46.36538067,178.4758597,33,1.870828693,0
1684,1,39,1684,76,R,1,161,123.7647703,46.36538067,169.9667408,34,15.55634919,0
1685,1,39,1685,77,R,1,139,123.7647703,46.36538067,165.5934453,35,15.55634919,0
1686,1,39,1686,78,R,1,149,123.7647703,46.36538067,148.8300544,36,15.55634919,0
1687,1,39,1687,79,R,1,139.4444444,123.7647703,46.36538067,142.438806,37,7.037597444,0
1688,1,39,1688,80,R,1,132.2857143,123.7647703,46.36538067,130.064802,38,3.251373336,0
1689,1,39,1689,81,R,1,132.6666667,123.7647703,46.36538067,133.7191708,39,3.214550254,0
1690,1,39,1690,82,R,1,135.5,123.7647703,46.36538067,135.7115941,40,0.707106781,0
1691,2,40,1691,83,R,1,134.5,123.7647703,46.36538067,133.2646449,1,0.707106781,0
1692,2,40,1692,84,R,1,130.5,123.7647703,46.36538067,127.4877987,2,1.870828693,0
1693,2,40,1693,85,R,1,127,123.7647703,46.36538067,126.7055424,3,6.055300708,0
1694,2,40,1694,86,R,1,129.3333333,123.7647703,46.36538067,131.0980325,4,1.527525232,0
1695,2,40,1695,87,R,1,133.8888889,123.7647703,46.36538067,130.8413883,5,4.986091767,0
1696,2,40,1696,88,R,1,128.8,123.7647703,46.36538067,127.8403677,6,1.923538406,0
1697,2,40,1697,89,R,1,134.3,123.7647703,46.36538067,128.9636559,7,7.087547766,0
1698,2,40,1698,90,R,1,137.3,123.7647703,46.36538067,130.0578698,8,8.327331172,0
1699,2,40,1699,91,R,1,133.5,123.7647703,46.36538067,132.9863172,9,1.290994449,0
1700,2,40,1700,92,R,1,144.9333333,123.7647703,46.36538067,150.5188241,10,7.225615808,0
1701,2,40,1701,93,R,1,150,123.7647703,46.36538067,161.7069608,11,6.141195789,0
1702,2,40,1702,94,R,1,152.5714286,123.7647703,46.36538067,129.5956452,12,11.48705275,0
1703,2,40,1703,95,R,1,152.5714286,123.7647703,46.36538067,172.3027321,13,11.48705275,0
1704,2,40,1704,96,R,1,155.3333333,123.7647703,46.36538067,152.8289288,14,4.131182236,0
1705,2,40,1705,97,R,1,156.1666667,123.7647703,46.36538067,154.8837467,15,2.786873995,0
1706,2,40,1706,98,R,1,165.75,123.7647703,46.36538067,164.0097869,16,2.217355783,0
1707,2,40,1707,99,R,1,175,123.7647703,46.36538067,173.5496473,17,4.242640687,0
1708,2,40,1708,100,R,1,169.2727273,123.7647703,46.36538067,164.7069127,18,3.849439156,0
1709,2,40,1709,101,R,1,170.8,123.7647703,46.36538067,171.7810969,19,3.1144823,0
1710,2,40,1710,102,R,1,169,123.7647703,46.36538067,168.3616332,20,8.041558721,0
1711,2,40,1711,103,R,1,176,123.7647703,46.36538067,171.3605162,21,8.041558721,0
1712,2,40,1712,104,R,1,190,123.7647703,46.36538067,192.0731304,22,8.273115764,0
1713,2,40,1713,105,R,1,194.2,123.7647703,46.36538067,209.1174314,23,6.300793601,0
1714,2,40,1714,106,R,1,192.9,123.7647703,46.36538067,192.6045415,24,3.604010112,0
1715,2,40,1715,107,R,1,198,123.7647703,46.36538067,197.980888,25,1.58113883,0
1716,2,40,1716,108,R,1,200.3,123.7647703,46.36538067,199.6285283,26,3.334999584,0
1717,2,40,1717,109,R,1,199.625,123.7647703,46.36538067,201.1662238,27,4.688511796,0
1718,2,40,1718,110,R,1,201.8571429,123.7647703,46.36538067,203.7878684,28,2.410295378,0
1719,2,40,1719,111,R,1,205,123.7647703,46.36538067,196.2408882,29,5.700877126,0
1720,2,40,1720,112,R,1,207,123.7647703,46.36538067,211.5901386,30,12.72792206,0
1721,2,40,1721,113,R,1,205.25,123.7647703,46.36538067,236.8241611,31,20.5649378,0
1722,2,40,1722,114,R,1,209.5,123.7647703,46.36538067,214.8050522,32,3.109126351,0
1723,2,40,1723,115,R,1,212,123.7647703,46.36538067,217.6632866,33,3.109126351,0
1724,2,40,1724,116,R,1,199.75,123.7647703,46.36538067,207.8220176,34,7.544313532,0
1725,2,40,1725,117,R,1,198.6666667,123.7647703,46.36538067,191.6828916,35,5.887840578,0
1726,2,40,1726,118,R,1,191.6666667,123.7647703,46.36538067,196.9235607,36,6.506407099,0
1727,2,40,1727,119,R,1,177,123.7647703,46.36538067,186.0653278,37,12.72792206,0
1728,2,40,1728,120,R,1,166.3846154,123.7647703,46.36538067,159.3429178,38,8.874480844,0
1729,2,40,1729,121,R,1,159.5,123.7647703,46.36538067,163.2687983,39,5.802298395,0
1730,2,40,1730,122,R,1,156.9,123.7647703,46.36538067,149.8036907,40,10.83666615,0
1731,2,40,1731,123,R,1,154.6,123.7647703,46.36538067,158.9769546,41,10.37028723,0
1732,2,40,1732,124,R,1,139.3333333,123.7647703,46.36538067,140.8521572,42,13.03329071,0
1733,2,40,1733,125,R,1,138.8333333,123.7647703,46.36538067,139.2787529,43,9.907909298,0
1734,2,40,1734,126,R,1,119.5,123.7647703,46.36538067,121.9844352,44,2.121320344,0
1735,2,40,1735,127,R,1,119.6666667,123.7647703,46.36538067,121.0969616,45,1.527525232,0
1736,2,40,1736,128,R,1,118.6666667,123.7647703,46.36538067,117.2115349,46,2.081665999,0
1737,2,40,1737,129,R,1,117.6,123.7647703,46.36538067,115.4713525,47,2.073644135,0
