,X,meanY,stdY,meanYmean,meanYstd,X.1,D,order,class,classInt,newY,UD
953,953,209.5,3.10912635103,123.764770277,46.3653806652,114,2,32.0,R,1,210.96631498,22
954,954,212.0,3.10912635103,123.764770277,46.3653806652,115,2,33.0,R,1,218.978581779,22
955,955,199.75,7.54431353184,123.764770277,46.3653806652,116,2,34.0,R,1,199.262363694,22
956,956,198.666666667,5.88784057755,123.764770277,46.3653806652,117,2,35.0,R,1,188.549384324,22
957,957,191.666666667,6.50640709865,123.764770277,46.3653806652,118,2,36.0,R,1,193.726387173,22
958,958,177.0,12.7279220614,123.764770277,46.3653806652,119,2,37.0,R,1,168.6434353,22
959,959,166.384615385,8.87448084433,123.764770277,46.3653806652,120,2,38.0,R,1,170.997724987,22
960,960,159.5,5.80229839518,123.764770277,46.3653806652,121,2,39.0,R,1,158.072011493,22
961,961,156.9,10.836666154,123.764770277,46.3653806652,122,2,40.0,R,1,140.55906147,22
962,962,154.6,10.3702872257,123.764770277,46.3653806652,123,2,41.0,R,1,143.23156234,22
963,963,139.333333333,13.0332907075,123.764770277,46.3653806652,124,2,42.0,R,1,136.033614331,22
964,964,138.833333333,9.90790929847,123.764770277,46.3653806652,125,2,43.0,R,1,131.968913966,22
965,965,119.5,2.12132034356,123.764770277,46.3653806652,126,2,44.0,R,1,118.382741903,22
966,966,119.666666667,1.52752523165,123.764770277,46.3653806652,127,2,45.0,R,1,117.01661657,22
967,967,118.666666667,2.08166599947,123.764770277,46.3653806652,128,2,46.0,R,1,116.839192951,22
968,968,117.6,2.07364413533,123.764770277,46.3653806652,129,2,47.0,R,1,118.595400809,22
969,969,114.636363636,4.92489040026,123.764770277,46.3653806652,130,2,48.0,R,1,110.051900326,22
970,970,115.333333333,3.39116499156,123.764770277,46.3653806652,131,3,1.0,R,1,109.389385923,23
971,971,112.0,1.58113883008,123.764770277,46.3653806652,132,3,2.0,R,1,113.38337254,23
972,972,113.666666667,2.08166599947,123.764770277,46.3653806652,133,3,3.0,R,1,114.185291719,23
973,973,117.5,0.707106781187,123.764770277,46.3653806652,134,3,4.0,R,1,117.684053352,23
974,974,129.333333333,15.8706895842,123.764770277,46.3653806652,135,3,5.0,R,1,107.856662217,23
975,975,135.25,15.903353944,123.764770277,46.3653806652,136,3,6.0,R,1,120.021092985,23
976,976,158.142857143,4.87950036474,123.764770277,46.3653806652,138,3,7.0,R,1,155.443367018,23
977,977,159.0,5.94978991226,123.764770277,46.3653806652,139,3,8.0,R,1,145.228602047,23
978,978,168.75,5.80024630019,123.764770277,46.3653806652,140,3,9.0,R,1,173.625467638,23
979,979,168.444444444,5.50252467307,123.764770277,46.3653806652,141,3,10.0,R,1,171.439487028,23
980,980,169.222222222,15.8254366273,123.764770277,46.3653806652,142,3,11.0,R,1,160.402823275,23
981,981,173.833333333,3.76386326355,123.764770277,46.3653806652,143,3,12.0,R,1,172.366546675,23
982,982,171.0,6.72309452559,123.764770277,46.3653806652,144,3,13.0,R,1,164.443413326,23
983,983,165.833333333,3.65604522219,123.764770277,46.3653806652,145,3,14.0,R,1,161.516495255,23
984,984,169.5,2.44948974278,123.764770277,46.3653806652,146,3,15.0,R,1,168.683066385,23
985,985,168.5,3.10912635103,123.764770277,46.3653806652,147,3,16.0,R,1,170.628672208,23
986,986,166.5,0.707106781187,123.764770277,46.3653806652,148,3,17.0,R,1,167.720325616,23
987,987,174.3,6.60050503118,123.764770277,46.3653806652,149,3,18.0,R,1,168.291679127,23
988,988,182.25,2.21735578261,123.764770277,46.3653806652,150,3,19.0,R,1,183.626881057,23
989,989,179.571428571,2.99205296617,123.764770277,46.3653806652,151,3,20.0,R,1,180.444905397,23
990,990,188.5,5.08920426,123.764770277,46.3653806652,152,3,21.0,R,1,177.808741396,23
991,991,183.8,1.92353840617,123.764770277,46.3653806652,153,3,22.0,R,1,181.150262067,23
992,992,191.0,2.64575131106,123.764770277,46.3653806652,154,3,23.0,R,1,190.366065045,23
993,993,191.222222222,3.56292638774,123.764770277,46.3653806652,155,3,24.0,R,1,190.255014578,23
994,994,191.5,0.707106781187,123.764770277,46.3653806652,156,3,25.0,R,1,192.300951011,23
995,995,195.5,3.53553390593,123.764770277,46.3653806652,157,3,26.0,R,1,190.135240427,23
996,996,196.0,3.94405318873,123.764770277,46.3653806652,158,3,27.0,R,1,190.755939225,23
997,997,194.0,2.82842712475,123.764770277,46.3653806652,159,3,28.0,R,1,194.818208967,23
998,998,187.705882353,8.85130432396,123.764770277,46.3653806652,160,3,29.0,R,1,180.038852343,23
999,999,170.454545455,10.893701266,123.764770277,46.3653806652,161,3,30.0,R,1,160.123145771,23
1000,1000,156.833333333,14.358505029,123.764770277,46.3653806652,162,3,31.0,R,1,171.90730081,23
1001,1001,148.5,1.29099444874,123.764770277,46.3653806652,163,3,32.0,R,1,150.902555913,23
1002,1002,143.0,1.29099444874,123.764770277,46.3653806652,164,3,33.0,R,1,141.452880817,23
1003,1003,137.0,1.0,123.764770277,46.3653806652,165,3,34.0,R,1,138.345244234,23
1004,1004,134.0,1.0,123.764770277,46.3653806652,166,3,35.0,R,1,133.599041288,23
1005,1005,105.0,1.0,123.764770277,46.3653806652,167,3,36.0,R,1,104.949403012,23
1006,1006,109.181818182,7.49424021257,123.764770277,46.3653806652,168,3,37.0,R,1,116.284227027,23
1007,1007,103.125,7.27888335235,123.764770277,46.3653806652,169,4,1.0,R,1,108.370416085,24
1008,1008,97.5555555556,3.90867979985,123.764770277,46.3653806652,170,4,2.0,R,1,97.2822591716,24
1009,1009,100.5,6.65415492589,123.764770277,46.3653806652,171,4,3.0,R,1,96.9978629779,24
1010,1010,98.25,5.12347538298,123.764770277,46.3653806652,172,4,4.0,R,1,99.5480808346,24
1011,1011,100.75,4.03112887415,123.764770277,46.3653806652,173,4,5.0,R,1,109.403416,24
1012,1012,102.1,3.84274207652,123.764770277,46.3653806652,174,4,6.0,R,1,103.426325964,24
1013,1013,102.083333333,4.46111142559,123.764770277,46.3653806652,175,4,7.0,R,1,97.1853201941,24
1014,1014,96.6666666667,1.52752523165,123.764770277,46.3653806652,176,4,8.0,R,1,94.7680308059,24
1015,1015,101.0,3.74165738677,123.764770277,46.3653806652,177,4,9.0,R,1,94.981324205,24
1016,1016,102.0,15.5563491861,123.764770277,46.3653806652,178,4,10.0,R,1,114.653121387,24
1017,1017,118.666666667,17.9536440127,123.764770277,46.3653806652,179,4,11.0,R,1,120.96022533,24
1018,1018,124.444444444,7.92035517788,123.764770277,46.3653806652,180,4,12.0,R,1,127.378581913,24
1019,1019,135.8,4.76445169983,123.764770277,46.3653806652,181,4,13.0,R,1,134.591129535,24
1020,1020,137.875,6.19763779885,123.764770277,46.3653806652,182,4,14.0,R,1,131.692695291,24
1021,1021,141.0,1.58113883008,123.764770277,46.3653806652,183,4,15.0,R,1,140.091133443,24
1022,1022,148.0,7.74596669241,123.764770277,46.3653806652,184,4,16.0,R,1,157.611881274,24
1023,1023,145.733333333,8.15446123881,123.764770277,46.3653806652,185,4,17.0,R,1,143.208245674,24
1024,1024,163.5,7.77817459305,123.764770277,46.3653806652,186,4,18.0,R,1,170.950701101,24
1025,1025,175.25,4.99165971062,123.764770277,46.3653806652,187,4,19.0,R,1,180.99329226,24
1026,1026,179.0,5.21536192416,123.764770277,46.3653806652,188,4,20.0,R,1,182.604809351,24
1027,1027,181.333333333,3.32665998663,123.764770277,46.3653806652,189,4,21.0,R,1,183.154284055,24
1028,1028,174.6,4.50555213043,123.764770277,46.3653806652,190,4,22.0,R,1,176.197231995,24
1029,1029,181.2,3.76828873628,123.764770277,46.3653806652,191,4,23.0,R,1,179.752788077,24
1030,1030,173.666666667,5.50757054729,123.764770277,46.3653806652,192,4,24.0,R,1,174.206277387,24
1031,1031,188.0,1.41421356237,123.764770277,46.3653806652,193,4,25.0,R,1,188.28930764,24
1032,1032,188.0,4.08248290464,123.764770277,46.3653806652,194,4,26.0,R,1,180.41766309,24
1033,1033,205.5,0.707106781187,123.764770277,46.3653806652,195,4,27.0,R,1,206.118655311,24
1034,1034,199.0,9.22857879994,123.764770277,46.3653806652,196,4,28.0,R,1,192.356648393,24
1035,1035,199.0,9.22857879994,123.764770277,46.3653806652,197,4,29.0,R,1,204.973509744,24
1036,1036,203.75,2.81577190635,123.764770277,46.3653806652,198,4,30.0,R,1,208.098654165,24
1037,1037,194.0,5.65685424949,123.764770277,46.3653806652,199,4,31.0,R,1,192.932685325,24
1038,1038,193.75,8.27647267862,123.764770277,46.3653806652,200,4,32.0,R,1,200.306068622,24
1039,1039,199.0,3.53553390593,123.764770277,46.3653806652,201,4,33.0,R,1,195.629967984,24
1040,1040,197.2,2.7748873851,123.764770277,46.3653806652,202,4,34.0,R,1,195.476235383,24
1041,1041,200.25,4.09267638594,123.764770277,46.3653806652,203,4,35.0,R,1,202.548815891,24
1042,1042,196.0,5.24404424085,123.764770277,46.3653806652,204,4,36.0,R,1,204.626728675,24
1043,1043,197.4,6.87749954562,123.764770277,46.3653806652,205,4,37.0,R,1,196.571125519,24
1044,1044,197.6,4.19523539268,123.764770277,46.3653806652,206,4,38.0,R,1,195.093250366,24
1045,1045,197.6,8.61725843045,123.764770277,46.3653806652,207,4,39.0,R,1,179.109084546,24
1046,1046,182.5,6.2595381764,123.764770277,46.3653806652,208,4,40.0,R,1,180.140257202,24
1047,1047,177.166666667,6.79460570355,123.764770277,46.3653806652,209,4,41.0,R,1,179.838925812,24
1048,1048,164.5,2.88675134595,123.764770277,46.3653806652,210,4,42.0,R,1,165.252469405,24
1049,1049,169.0,4.54606056566,123.764770277,46.3653806652,211,4,43.0,R,1,173.015246567,24
1050,1050,163.375,6.36816860868,123.764770277,46.3653806652,212,4,44.0,R,1,164.641770817,24
1051,1051,119.256410256,23.9041044138,123.764770277,46.3653806652,213,4,45.0,R,1,116.167350881,24
1052,1052,77.0,1.58113883008,123.764770277,46.3653806652,214,4,46.0,R,1,77.3927926985,24
1053,1053,99.7142857143,35.4340433562,123.764770277,46.3653806652,215,4,47.0,R,1,94.0834669928,24
1054,1054,77.0,7.07106781187,123.764770277,46.3653806652,216,4,48.0,R,1,73.9924683097,24
1055,1055,77.6,3.20936130718,123.764770277,46.3653806652,217,4,49.0,R,1,75.5853372846,24
1056,1056,73.5,1.29099444874,123.764770277,46.3653806652,218,4,50.0,R,1,72.6810124435,24
1057,1057,72.8,1.92353840617,123.764770277,46.3653806652,219,4,51.0,R,1,68.7971949626,24
1058,1058,70.5,0.707106781187,123.764770277,46.3653806652,220,4,52.0,R,1,69.2733660617,24
1059,1059,103.5,3.60555127546,123.764770277,46.3653806652,43,1,1.0,R,1,104.626949507,25
1060,1060,102.2,2.58843582111,123.764770277,46.3653806652,44,1,2.0,R,1,100.753356025,25
1061,1061,121.947368421,12.3714441994,123.764770277,46.3653806652,45,1,3.0,R,1,107.45793547,25
1062,1062,128.0,25.1197133742,123.764770277,46.3653806652,46,1,4.0,R,1,128.86505547,25
1063,1063,142.0,25.1197133742,123.764770277,46.3653806652,47,1,5.0,R,1,100.234991299,25
1064,1064,151.2,3.11448230048,123.764770277,46.3653806652,48,1,6.0,R,1,148.697088343,25
1065,1065,150.833333333,3.0605010483,123.764770277,46.3653806652,49,1,7.0,R,1,150.421529184,25
1066,1066,162.571428571,5.89281551767,123.764770277,46.3653806652,50,1,8.0,R,1,162.364206864,25
1067,1067,165.333333333,7.23417813807,123.764770277,46.3653806652,51,1,9.0,R,1,165.815532692,25
1068,1068,167.2,11.6490342947,123.764770277,46.3653806652,52,1,10.0,R,1,148.789945403,25
1069,1069,174.0,11.6490342947,123.764770277,46.3653806652,53,1,11.0,R,1,167.207778072,25
1070,1070,186.125,6.3793752493,123.764770277,46.3653806652,54,1,12.0,R,1,187.133334197,25
1071,1071,192.0,4.84767985742,123.764770277,46.3653806652,55,1,13.0,R,1,192.15843023,25
1072,1072,185.428571429,3.50509832754,123.764770277,46.3653806652,56,1,14.0,R,1,187.239814155,25
1073,1073,189.2,4.54116969758,123.764770277,46.3653806652,57,1,15.0,R,1,191.474535156,25
1074,1074,194.0,10.0332779622,123.764770277,46.3653806652,58,1,16.0,R,1,206.154000124,25
1075,1075,197.666666667,1.52752523165,123.764770277,46.3653806652,59,1,17.0,R,1,199.264552508,25
1076,1076,199.0,5.65685424949,123.764770277,46.3653806652,60,1,18.0,R,1,200.802263613,25
1077,1077,197.0,1.41421356237,123.764770277,46.3653806652,61,1,19.0,R,1,195.51101235,25
1078,1078,194.4,3.36154726279,123.764770277,46.3653806652,62,1,20.0,R,1,195.324101535,25
1079,1079,194.2,4.77958622105,123.764770277,46.3653806652,63,1,21.0,R,1,198.332708226,25
1080,1080,199.4,4.03732584764,123.764770277,46.3653806652,64,1,22.0,R,1,207.1866615,25
1081,1081,201.0,2.64575131106,123.764770277,46.3653806652,65,1,23.0,R,1,203.817028817,25
1082,1082,203.5,1.29099444874,123.764770277,46.3653806652,66,1,24.0,R,1,202.91825211,25
1083,1083,203.555555556,4.55826477706,123.764770277,46.3653806652,67,1,25.0,R,1,198.261893456,25
1084,1084,203.0,1.0,123.764770277,46.3653806652,68,1,26.0,R,1,202.386514336,25
1085,1085,205.2,6.45755371639,123.764770277,46.3653806652,69,1,27.0,R,1,198.455797981,25
1086,1086,206.666666667,10.115993937,123.764770277,46.3653806652,70,1,28.0,R,1,207.174628387,25
1087,1087,212.166666667,3.18852107828,123.764770277,46.3653806652,71,1,29.0,R,1,214.907425894,25
1088,1088,216.5,0.707106781187,123.764770277,46.3653806652,72,1,30.0,R,1,217.709920571,25
1089,1089,202.6,14.4314471439,123.764770277,46.3653806652,73,1,31.0,R,1,200.353150908,25
1090,1090,201.583333333,19.246998979,123.764770277,46.3653806652,74,1,32.0,R,1,211.177348587,25
1091,1091,178.5,1.87082869339,123.764770277,46.3653806652,75,1,33.0,R,1,179.857629678,25
1092,1092,161.0,15.5563491861,123.764770277,46.3653806652,76,1,34.0,R,1,168.471802052,25
1093,1093,139.0,15.5563491861,123.764770277,46.3653806652,77,1,35.0,R,1,128.755789559,25
1094,1094,149.0,15.5563491861,123.764770277,46.3653806652,78,1,36.0,R,1,175.017326902,25
1095,1095,139.444444444,7.03759744357,123.764770277,46.3653806652,79,1,37.0,R,1,139.060062367,25
1096,1096,132.285714286,3.25137333621,123.764770277,46.3653806652,80,1,38.0,R,1,135.917822242,25
1097,1097,132.666666667,3.21455025366,123.764770277,46.3653806652,81,1,39.0,R,1,131.888758533,25
1098,1098,135.5,0.707106781187,123.764770277,46.3653806652,82,1,40.0,R,1,135.831583417,25
1099,1099,134.5,0.707106781187,123.764770277,46.3653806652,83,2,1.0,R,1,135.606336167,26
1100,1100,130.5,1.87082869339,123.764770277,46.3653806652,84,2,2.0,R,1,130.476346348,26
1101,1101,127.0,6.05530070819,123.764770277,46.3653806652,85,2,3.0,R,1,128.557531446,26
1102,1102,129.333333333,1.52752523165,123.764770277,46.3653806652,86,2,4.0,R,1,129.449752262,26
1103,1103,133.888888889,4.98609176722,123.764770277,46.3653806652,87,2,5.0,R,1,134.750328185,26
1104,1104,128.8,1.92353840617,123.764770277,46.3653806652,88,2,6.0,R,1,128.154900309,26
1105,1105,134.3,7.08754776586,123.764770277,46.3653806652,89,2,7.0,R,1,131.584261518,26
1106,1106,137.3,8.32733117178,123.764770277,46.3653806652,90,2,8.0,R,1,147.555777457,26
1107,1107,133.5,1.29099444874,123.764770277,46.3653806652,91,2,9.0,R,1,131.766589968,26
1108,1108,144.933333333,7.22561580833,123.764770277,46.3653806652,92,2,10.0,R,1,132.399810392,26
1109,1109,150.0,6.14119578863,123.764770277,46.3653806652,93,2,11.0,R,1,149.538154851,26
1110,1110,152.571428571,11.4870527531,123.764770277,46.3653806652,94,2,12.0,R,1,151.11904613,26
1111,1111,152.571428571,11.4870527531,123.764770277,46.3653806652,95,2,13.0,R,1,154.566268132,26
1112,1112,155.333333333,4.13118223595,123.764770277,46.3653806652,96,2,14.0,R,1,153.918032128,26
1113,1113,156.166666667,2.78687399548,123.764770277,46.3653806652,97,2,15.0,R,1,155.05461804,26
1114,1114,165.75,2.21735578261,123.764770277,46.3653806652,98,2,16.0,R,1,165.746227847,26
1115,1115,175.0,4.24264068712,123.764770277,46.3653806652,99,2,17.0,R,1,181.424700512,26
1116,1116,169.272727273,3.84943915632,123.764770277,46.3653806652,100,2,18.0,R,1,172.996738076,26
1117,1117,170.8,3.11448230048,123.764770277,46.3653806652,101,2,19.0,R,1,170.238099856,26
1118,1118,169.0,8.04155872121,123.764770277,46.3653806652,102,2,20.0,R,1,160.257978209,26
1119,1119,176.0,8.04155872121,123.764770277,46.3653806652,103,2,21.0,R,1,183.932516103,26
1120,1120,190.0,8.27311576399,123.764770277,46.3653806652,104,2,22.0,R,1,207.322569786,26
1121,1121,194.2,6.30079360081,123.764770277,46.3653806652,105,2,23.0,R,1,188.22400474,26
1122,1122,192.9,3.60401011221,123.764770277,46.3653806652,106,2,24.0,R,1,197.153257374,26
1123,1123,198.0,1.58113883008,123.764770277,46.3653806652,107,2,25.0,R,1,197.469413396,26
1124,1124,200.3,3.33499958354,123.764770277,46.3653806652,108,2,26.0,R,1,200.099198884,26
1125,1125,199.625,4.68851179556,123.764770277,46.3653806652,109,2,27.0,R,1,197.869117184,26
1126,1126,201.857142857,2.41029537807,123.764770277,46.3653806652,110,2,28.0,R,1,205.218667652,26
1127,1127,205.0,5.7008771255,123.764770277,46.3653806652,111,2,29.0,R,1,189.44257511,26
1128,1128,207.0,12.7279220614,123.764770277,46.3653806652,112,2,30.0,R,1,193.937220508,26
1129,1129,205.25,20.5649377988,123.764770277,46.3653806652,113,2,31.0,R,1,201.210480696,26
1130,1130,209.5,3.10912635103,123.764770277,46.3653806652,114,2,32.0,R,1,209.276512976,26
1131,1131,212.0,3.10912635103,123.764770277,46.3653806652,115,2,33.0,R,1,213.161312395,26
1132,1132,199.75,7.54431353184,123.764770277,46.3653806652,116,2,34.0,R,1,202.267653546,26
1133,1133,198.666666667,5.88784057755,123.764770277,46.3653806652,117,2,35.0,R,1,202.852606588,26
1134,1134,191.666666667,6.50640709865,123.764770277,46.3653806652,118,2,36.0,R,1,194.117153884,26
1135,1135,177.0,12.7279220614,123.764770277,46.3653806652,119,2,37.0,R,1,174.93746966,26
1136,1136,166.384615385,8.87448084433,123.764770277,46.3653806652,120,2,38.0,R,1,161.237261928,26
1137,1137,159.5,5.80229839518,123.764770277,46.3653806652,121,2,39.0,R,1,152.326058608,26
1138,1138,156.9,10.836666154,123.764770277,46.3653806652,122,2,40.0,R,1,155.61872771,26
1139,1139,154.6,10.3702872257,123.764770277,46.3653806652,123,2,41.0,R,1,151.907416481,26
1140,1140,139.333333333,13.0332907075,123.764770277,46.3653806652,124,2,42.0,R,1,166.960914738,26
1141,1141,138.833333333,9.90790929847,123.764770277,46.3653806652,125,2,43.0,R,1,138.798761848,26
1142,1142,119.5,2.12132034356,123.764770277,46.3653806652,126,2,44.0,R,1,121.570001107,26
1143,1143,119.666666667,1.52752523165,123.764770277,46.3653806652,127,2,45.0,R,1,116.736588469,26
1144,1144,118.666666667,2.08166599947,123.764770277,46.3653806652,128,2,46.0,R,1,120.799462196,26
1145,1145,117.6,2.07364413533,123.764770277,46.3653806652,129,2,47.0,R,1,114.818283014,26
1146,1146,114.636363636,4.92489040026,123.764770277,46.3653806652,130,2,48.0,R,1,119.953507392,26
1147,1147,115.333333333,3.39116499156,123.764770277,46.3653806652,131,3,1.0,R,1,113.403803662,27
1148,1148,112.0,1.58113883008,123.764770277,46.3653806652,132,3,2.0,R,1,110.27322102,27
1149,1149,113.666666667,2.08166599947,123.764770277,46.3653806652,133,3,3.0,R,1,111.413413451,27
1150,1150,117.5,0.707106781187,123.764770277,46.3653806652,134,3,4.0,R,1,118.710413239,27
1151,1151,129.333333333,15.8706895842,123.764770277,46.3653806652,135,3,5.0,R,1,91.0380909558,27
1152,1152,135.25,15.903353944,123.764770277,46.3653806652,136,3,6.0,R,1,140.068448812,27
1153,1153,158.142857143,4.87950036474,123.764770277,46.3653806652,138,3,7.0,R,1,161.664299017,27
1154,1154,159.0,5.94978991226,123.764770277,46.3653806652,139,3,8.0,R,1,164.658531036,27
1155,1155,168.75,5.80024630019,123.764770277,46.3653806652,140,3,9.0,R,1,164.654779628,27
1156,1156,168.444444444,5.50252467307,123.764770277,46.3653806652,141,3,10.0,R,1,168.378158283,27
1157,1157,169.222222222,15.8254366273,123.764770277,46.3653806652,142,3,11.0,R,1,155.864521145,27
1158,1158,173.833333333,3.76386326355,123.764770277,46.3653806652,143,3,12.0,R,1,175.173793447,27
1159,1159,171.0,6.72309452559,123.764770277,46.3653806652,144,3,13.0,R,1,167.600003866,27
1160,1160,165.833333333,3.65604522219,123.764770277,46.3653806652,145,3,14.0,R,1,167.190551649,27
1161,1161,169.5,2.44948974278,123.764770277,46.3653806652,146,3,15.0,R,1,165.4243794,27
1162,1162,168.5,3.10912635103,123.764770277,46.3653806652,147,3,16.0,R,1,168.464372836,27
1163,1163,166.5,0.707106781187,123.764770277,46.3653806652,148,3,17.0,R,1,166.471487194,27
1164,1164,174.3,6.60050503118,123.764770277,46.3653806652,149,3,18.0,R,1,169.989213401,27
1165,1165,182.25,2.21735578261,123.764770277,46.3653806652,150,3,19.0,R,1,183.511608862,27
1166,1166,179.571428571,2.99205296617,123.764770277,46.3653806652,151,3,20.0,R,1,180.925460166,27
1167,1167,188.5,5.08920426,123.764770277,46.3653806652,152,3,21.0,R,1,184.145392022,27
1168,1168,183.8,1.92353840617,123.764770277,46.3653806652,153,3,22.0,R,1,184.078099807,27
1169,1169,191.0,2.64575131106,123.764770277,46.3653806652,154,3,23.0,R,1,193.909610589,27
1170,1170,191.222222222,3.56292638774,123.764770277,46.3653806652,155,3,24.0,R,1,186.058561329,27
1171,1171,191.5,0.707106781187,123.764770277,46.3653806652,156,3,25.0,R,1,192.547268303,27
1172,1172,195.5,3.53553390593,123.764770277,46.3653806652,157,3,26.0,R,1,201.294743874,27
1173,1173,196.0,3.94405318873,123.764770277,46.3653806652,158,3,27.0,R,1,195.561317877,27
1174,1174,194.0,2.82842712475,123.764770277,46.3653806652,159,3,28.0,R,1,196.567261042,27
1175,1175,187.705882353,8.85130432396,123.764770277,46.3653806652,160,3,29.0,R,1,199.329764307,27
1176,1176,170.454545455,10.893701266,123.764770277,46.3653806652,161,3,30.0,R,1,142.144318064,27
1177,1177,156.833333333,14.358505029,123.764770277,46.3653806652,162,3,31.0,R,1,148.672706868,27
1178,1178,148.5,1.29099444874,123.764770277,46.3653806652,163,3,32.0,R,1,148.292468433,27
1179,1179,143.0,1.29099444874,123.764770277,46.3653806652,164,3,33.0,R,1,142.153302346,27
1180,1180,137.0,1.0,123.764770277,46.3653806652,165,3,34.0,R,1,136.05070073,27
1181,1181,134.0,1.0,123.764770277,46.3653806652,166,3,35.0,R,1,132.919961982,27
1182,1182,105.0,1.0,123.764770277,46.3653806652,167,3,36.0,R,1,104.475923442,27
1183,1183,109.181818182,7.49424021257,123.764770277,46.3653806652,168,3,37.0,R,1,123.003410784,27
1184,1184,91.5,0.707106781187,154.707804229,35.7215160728,45,1,1.0,B,0,91.869402579,28
1185,1185,87.5,1.29099444874,154.707804229,35.7215160728,46,1,2.0,B,0,88.1464830204,28
1186,1186,88.6,3.20416395752,154.707804229,35.7215160728,47,1,3.0,B,0,91.1092989145,28
1187,1187,102.5,0.707106781187,154.707804229,35.7215160728,48,1,4.0,B,0,102.435291937,28
1188,1188,111.0,1.58113883008,154.707804229,35.7215160728,49,1,5.0,B,0,109.460661367,28
1189,1189,123.5,1.87082869339,154.707804229,35.7215160728,50,1,6.0,B,0,122.353565305,28
1190,1190,132.0,2.73861278753,154.707804229,35.7215160728,51,1,7.0,B,0,130.02502885,28
1191,1191,145.25,6.76581966871,154.707804229,35.7215160728,52,1,8.0,B,0,134.759034066,28
1192,1192,157.285714286,4.68025233345,154.707804229,35.7215160728,53,1,9.0,B,0,152.861245806,28
1193,1193,163.0,3.20713490295,154.707804229,35.7215160728,54,1,10.0,B,0,165.731601609,28
1194,1194,183.5,4.7609522857,154.707804229,35.7215160728,55,1,11.0,B,0,184.905177768,28
1195,1195,179.0,2.16024689947,154.707804229,35.7215160728,56,1,12.0,B,0,178.138581422,28
1196,1196,171.944444444,5.9850030441,154.707804229,35.7215160728,57,1,13.0,B,0,166.636265473,28
1197,1197,172.5,2.44948974278,154.707804229,35.7215160728,58,1,14.0,B,0,174.274451537,28
1198,1198,173.0,1.58113883008,154.707804229,35.7215160728,59,1,15.0,B,0,172.412613973,28
1199,1199,181.692307692,4.58956452881,154.707804229,35.7215160728,60,1,16.0,B,0,190.985671178,28
1200,1200,188.5,0.707106781187,154.707804229,35.7215160728,61,1,17.0,B,0,188.559083974,28
1201,1201,192.0,3.31662479036,154.707804229,35.7215160728,62,1,18.0,B,0,192.495947539,28
1202,1202,191.0,3.31662479036,154.707804229,35.7215160728,63,1,19.0,B,0,186.005270238,28
1203,1203,188.8,2.38746727726,154.707804229,35.7215160728,64,1,20.0,B,0,190.379825492,28
1204,1204,186.9,3.78447119453,154.707804229,35.7215160728,65,1,21.0,B,0,190.6358581,28
1205,1205,186.666666667,3.16227766017,154.707804229,35.7215160728,66,1,22.0,B,0,188.617463833,28
1206,1206,188.0,2.73861278753,154.707804229,35.7215160728,67,1,23.0,B,0,187.792094203,28
1207,1207,195.3,6.20780493454,154.707804229,35.7215160728,68,1,24.0,B,0,186.65943186,28
1208,1208,194.5,6.49358657959,154.707804229,35.7215160728,69,1,25.0,B,0,191.343240451,28
1209,1209,198.0,4.472135955,154.707804229,35.7215160728,70,1,26.0,B,0,204.809504183,28
1210,1210,197.5,3.60555127546,154.707804229,35.7215160728,71,1,27.0,B,0,201.353020508,28
1211,1211,198.5,3.60555127546,154.707804229,35.7215160728,72,1,28.0,B,0,193.202219708,28
1212,1212,196.0,2.16024689947,154.707804229,35.7215160728,73,1,29.0,B,0,193.856793561,28
1213,1213,181.571428571,4.30945803686,154.707804229,35.7215160728,74,1,30.0,B,0,185.737747193,28
1214,1214,172.0,2.16024689947,154.707804229,35.7215160728,75,1,31.0,B,0,171.298554403,28
1215,1215,155.285714286,3.63841933236,154.707804229,35.7215160728,76,1,32.0,B,0,161.399005753,28
1216,1216,151.0,2.16024689947,154.707804229,35.7215160728,77,1,33.0,B,0,151.694650271,28
1217,1217,141.833333333,4.44835686382,154.707804229,35.7215160728,78,1,34.0,B,0,140.60593512,28
1218,1218,148.666666667,2.16024689947,154.707804229,35.7215160728,79,1,35.0,B,0,148.689955255,28
1219,1219,143.833333333,2.48327740429,154.707804229,35.7215160728,80,1,36.0,B,0,141.593402289,28
1220,1220,142.0,1.58113883008,154.707804229,35.7215160728,81,1,37.0,B,0,145.657767889,28
1221,1221,143.222222222,3.07318148576,154.707804229,35.7215160728,82,1,38.0,B,0,142.029948111,28
1222,1222,140.714285714,3.63841933236,154.707804229,35.7215160728,83,1,39.0,B,0,137.188860618,28
1223,1223,133.0,1.0,154.707804229,35.7215160728,84,1,40.0,B,0,132.689249548,28
1224,1224,129.0,1.58113883008,154.707804229,35.7215160728,85,1,41.0,B,0,133.16395127,28
1225,1225,122.5,1.29099444874,154.707804229,35.7215160728,86,1,42.0,B,0,118.884160953,28
1226,1226,115.5,1.29099444874,154.707804229,35.7215160728,87,1,43.0,B,0,115.25207145,28
1227,1227,103.5,5.9160797831,154.707804229,35.7215160728,88,1,44.0,B,0,100.242925303,28
1228,1228,107.5,4.7609522857,154.707804229,35.7215160728,89,1,45.0,B,0,107.260459359,28
1229,1229,97.9,6.99920630421,154.707804229,35.7215160728,90,2,1.0,B,0,103.629050168,29
