,X,newY
1343,1343,175.3089167
1344,1344,149.254474
1345,1345,141.2056683
1346,1346,142.4016702
1347,1347,140.7329872
1348,1348,137.9170084
1349,1349,145.4513005
1350,1350,142.3865876
1351,1351,128.8613463
1352,1352,121.7687675
1353,1353,111.1928902
1354,1354,114.1748806
1355,1355,123.9784076
1356,1356,140.3186505
1357,1357,139.0488927
1358,1358,144.8729342
1359,1359,176.2452543
1360,1360,189.7621561
1361,1361,219.288861
1362,1362,208.418388
1363,1363,203.9045086
1364,1364,212.2131006
1365,1365,227.8297967
1366,1366,225.7716156
1367,1367,231.7257321
1368,1368,221.0186129
1369,1369,215.5511442
1370,1370,218.5094675
1371,1371,221.899785
1372,1372,214.4643774
1373,1373,215.8062536
1374,1374,225.2408491
1375,1375,210.0836536
1376,1376,205.6702742
1377,1377,207.7283007
1378,1378,213.8332352
1379,1379,203.3528034
1380,1380,191.2489489
1381,1381,176.6286427
1382,1382,183.7038202
1383,1383,167.1244257
1384,1384,164.4071908
1385,1385,165.2172795
1386,1386,163.0956536
1387,1387,151.2149193
1388,1388,142.9531164
1389,1389,139.6512179
1390,1390,128.9732832
1391,1391,116.5775579
1392,1392,112.6967441
1393,1393,118.317588
1394,1394,117.5817368
1395,1395,117.3087129
1396,1396,119.6942443
1397,1397,118.8416132
1398,1398,141.7553343
1399,1399,166.454511
1400,1400,162.7659572
1401,1401,168.5967762
1402,1402,174.5427558
1403,1403,176.5978776
1404,1404,162.1458992
1405,1405,146.3598756
1406,1406,153.8977944
1407,1407,155.7320452
1408,1408,172.2795942
1409,1409,171.9379432
1410,1410,176.7291334
1411,1411,184.7476848
1412,1412,169.7144329
1413,1413,157.835758
1414,1414,172.6751119
1415,1415,167.3165783
1416,1416,161.8834815
1417,1417,167.5401528
1418,1418,169.1471584
1419,1419,169.8563676
1420,1420,173.0355679
1421,1421,167.5447981
1422,1422,181.2000082
1423,1423,164.2197906
1424,1424,161.9660129
1425,1425,155.8944547
1426,1426,138.3207533
1427,1427,138.5443843
1428,1428,123.4184574
1429,1429,125.4693489
1430,1430,117.8479735
1431,1431,109.4368967
1432,1432,110.568846
1433,1433,108.8319905
1434,1434,107.3812197
1435,1435,93.54792876
1436,1436,98.63387913
1437,1437,115.4570576
1438,1438,114.1843884
1439,1439,133.3020628
1440,1440,136.2730206
1441,1441,138.5667524
1442,1442,153.7081553
1443,1443,169.1429458
1444,1444,181.3785098
1445,1445,185.1913445
1446,1446,197.3251619
1447,1447,195.3136349
1448,1448,197.7991607
1449,1449,195.0661099
1450,1450,197.7464919
1451,1451,201.226456
1452,1452,197.2899591
1453,1453,194.8777741
1454,1454,197.5086736
1455,1455,200.1187166
1456,1456,195.1877511
1457,1457,182.7436828
1458,1458,180.6518763
1459,1459,163.2478414
1460,1460,169.7305419
1461,1461,164.8745476
1462,1462,163.4084831
1463,1463,156.845537
1464,1464,143.7345028
1465,1465,150.4865972
1466,1466,142.4587755
1467,1467,130.1331635
1468,1468,127.8068669
1469,1469,125.0980635
1470,1470,118.4815494
1471,1471,106.1739256
1472,1472,96.8173553
1473,1473,98.69619829
1474,1474,103.8245882
1475,1475,103.0086836
1476,1476,123.6105773
1477,1477,81.872067
1478,1478,157.1958908
1479,1479,149.9684871
1480,1480,145.5858797
1481,1481,159.3635364
1482,1482,167.5020491
1483,1483,153.2799611
1484,1484,181.7804186
1485,1485,194.6458509
1486,1486,188.4595168
1487,1487,186.4227157
1488,1488,186.7485079
1489,1489,195.708088
1490,1490,196.6699868
1491,1491,192.2993213
1492,1492,197.9700605
1493,1493,190.156514
1494,1494,194.8105219
1495,1495,198.5794197
1496,1496,202.2650774
1497,1497,205.9424963
1498,1498,204.1190594
1499,1499,201.5984538
1500,1500,208.9612386
1501,1501,226.8417133
1502,1502,215.1336248
1503,1503,216.166524
1504,1504,219.5327714
1505,1505,207.551293
1506,1506,180.5224134
1507,1507,123.2230221
1508,1508,152.3300755
1509,1509,140.6344303
1510,1510,136.4254872
1511,1511,132.859691
1512,1512,130.9026474
1513,1513,134.7888729
1514,1514,132.9544911
1515,1515,130.5867107
1516,1516,128.0882522
1517,1517,130.18679
1518,1518,123.4772015
1519,1519,126.6349413
1520,1520,137.6322648
1521,1521,130.9428097
1522,1522,134.1041906
1523,1523,157.930664
1524,1524,143.3203222
1525,1525,156.1178165
1526,1526,148.2998849
1527,1527,150.2271469
1528,1528,149.2969591
1529,1529,163.5232913
1530,1530,169.7816439
1531,1531,175.6716667
1532,1532,171.6122764
1533,1533,163.8031867
1534,1534,182.0871741
1535,1535,183.4922108
1536,1536,189.7941878
1537,1537,193.8979857
1538,1538,198.8809343
1539,1539,201.339395
1540,1540,200.8370697
1541,1541,197.3366869
1542,1542,204.9270586
1543,1543,232.9254178
1544,1544,198.0355678
1545,1545,207.9262644
1546,1546,210.8538656
1547,1547,195.1970755
1548,1548,205.6837719
1549,1549,184.6291385
1550,1550,187.0869015
1551,1551,160.4259074
1552,1552,164.6012899
1553,1553,143.8985102
1554,1554,150.1394175
1555,1555,127.5659881
1556,1556,157.9305438
1557,1557,115.574173
1558,1558,117.9948168
1559,1559,119.1916441
1560,1560,118.8730782
1561,1561,111.1941933
1562,1562,116.0729568
1563,1563,111.4515044
1564,1564,113.4421653
1565,1565,117.9459203
1566,1566,119.9739272
1567,1567,149.7190713
1568,1568,158.9564595
1569,1569,157.718005
1570,1570,162.5505357
1571,1571,172.4933463
1572,1572,178.0118148
1573,1573,173.0963148
1574,1574,174.4921876
1575,1575,168.0755106
1576,1576,170.1049101
1577,1577,171.7307466
1578,1578,166.5915627
1579,1579,167.6142292
1580,1580,187.8914467
1581,1581,179.8355784
1582,1582,188.2291068
1583,1583,181.2909507
1584,1584,192.1821608
1585,1585,183.5385266
1586,1586,191.8978213
1587,1587,195.8302345
1588,1588,194.1449525
1589,1589,199.8230835
1590,1590,178.7234441
1591,1591,164.8604504
1592,1592,164.5799453
1593,1593,148.5087563
1594,1594,143.5767828
1595,1595,136.5357667
1596,1596,132.1668615
1597,1597,105.0648317
1598,1598,115.6872325
1599,1599,100.0398755
1600,1600,106.3377415
1601,1601,106.4896404
1602,1602,91.00717274
1603,1603,99.08105134
1604,1604,96.24690796
1605,1605,102.3123514
1606,1606,99.04473702
1607,1607,104.8353981
1608,1608,89.20348524
1609,1609,100.8824203
1610,1610,126.573737
1611,1611,140.0285359
1612,1612,149.048309
1613,1613,141.7762627
1614,1614,130.316452
1615,1615,147.6744113
1616,1616,167.7731647
1617,1617,170.9766356
1618,1618,184.40403
1619,1619,181.1627401
1620,1620,177.5437464
1621,1621,185.8141676
1622,1622,177.1169002
1623,1623,187.4495508
1624,1624,190.5824733
1625,1625,203.9695277
1626,1626,193.4758293
1627,1627,188.1094317
1628,1628,206.6305093
1629,1629,205.9369137
1630,1630,196.9295579
1631,1631,204.2045507
1632,1632,195.9211354
1633,1633,192.4047003
1634,1634,200.0162694
1635,1635,204.2147632
1636,1636,192.3201889
1637,1637,202.0735613
1638,1638,175.8699212
1639,1639,166.9880236
1640,1640,162.8737806
1641,1641,160.432486
1642,1642,165.5119729
1643,1643,107.358694
1644,1644,75.78351241
1645,1645,105.9575868
1646,1646,81.45003488
1647,1647,81.81612848
1648,1648,75.06555003
1649,1649,74.2866542
1650,1650,70.55312411
1651,1651,97.53252078
1652,1652,104.4403629
1653,1653,137.9080738
1654,1654,119.0061699
1655,1655,116.9600576
1656,1656,150.248817
1657,1657,146.1678683
1658,1658,166.8082991
1659,1659,169.9545379
1660,1660,150.4476221
1661,1661,170.4266814
1662,1662,183.2130873
1663,1663,192.9976976
1664,1664,184.2310944
1665,1665,193.1960098
1666,1666,197.5200977
1667,1667,196.3973963
1668,1668,206.472287
1669,1669,196.605422
1670,1670,199.7191696
1671,1671,193.7850286
1672,1672,204.9513343
1673,1673,200.4078204
1674,1674,203.8053821
1675,1675,210.2926238
1676,1676,201.4499883
1677,1677,219.6733697
1678,1678,206.0726909
1679,1679,210.1410003
1680,1680,217.2028223
1681,1681,203.7803987
1682,1682,181.6993283
1683,1683,178.4758597
1684,1684,169.9667408
1685,1685,165.5934453
1686,1686,148.8300544
1687,1687,142.438806
1688,1688,130.064802
1689,1689,133.7191708
1690,1690,135.7115941
1691,1691,133.2646449
1692,1692,127.4877987
1693,1693,126.7055424
1694,1694,131.0980325
1695,1695,130.8413883
1696,1696,127.8403677
1697,1697,128.9636559
1698,1698,130.0578698
1699,1699,132.9863172
1700,1700,150.5188241
1701,1701,161.7069608
1702,1702,129.5956452
1703,1703,172.3027321
1704,1704,152.8289288
1705,1705,154.8837467
1706,1706,164.0097869
1707,1707,173.5496473
1708,1708,164.7069127
1709,1709,171.7810969
1710,1710,168.3616332
1711,1711,171.3605162
1712,1712,192.0731304
1713,1713,209.1174314
1714,1714,192.6045415
1715,1715,197.980888
1716,1716,199.6285283
1717,1717,201.1662238
1718,1718,203.7878684
1719,1719,196.2408882
1720,1720,211.5901386
1721,1721,236.8241611
1722,1722,214.8050522
1723,1723,217.6632866
1724,1724,207.8220176
1725,1725,191.6828916
1726,1726,196.9235607
1727,1727,186.0653278
1728,1728,159.3429178
1729,1729,163.2687983
1730,1730,149.8036907
1731,1731,158.9769546
1732,1732,140.8521572
1733,1733,139.2787529
1734,1734,121.9844352
1735,1735,121.0969616
1736,1736,117.2115349
1737,1737,115.4713525
1738,1738,113.7836057
1739,1739,115.1774067
1740,1740,113.3750356
1741,1741,110.3146756
1742,1742,116.7610021
1743,1743,142.2886355
1744,1744,149.8284804
1745,1745,160.3196013
1746,1746,157.869522
1747,1747,169.4980856
1748,1748,165.2520821
1749,1749,174.1374923
1750,1750,176.888861
1751,1751,181.5211843
1752,1752,165.5741945
1753,1753,175.2146822
1754,1754,159.9147896
1755,1755,165.7583293
1756,1756,173.6294061
1757,1757,182.0201182
1758,1758,180.2279073
1759,1759,183.7878704
1760,1760,185.3060418
1761,1761,189.2141983
1762,1762,192.9531224
1763,1763,191.5881358
1764,1764,191.8828545
1765,1765,196.5914014
1766,1766,190.9345023
1767,1767,194.2799503
1768,1768,159.8424643
1769,1769,170.2967329
1770,1770,148.8761306
1771,1771,143.5964041
1772,1772,138.43061
1773,1773,133.9069677
1774,1774,106.8732103
1775,1775,118.2423754
1776,1776,91.61210139
1777,1777,88.26698839
1778,1778,89.31532191
1779,1779,101.9048826
1780,1780,112.9201554
1781,1781,125.1364177
1782,1782,131.0156624
1783,1783,142.7387044
1784,1784,154.4835944
1785,1785,163.8112731
1786,1786,182.4867701
1787,1787,178.2865952
1788,1788,178.2892642
1789,1789,170.1960429
1790,1790,176.4627702
1791,1791,177.1254387
1792,1792,189.0205266
1793,1793,191.3454301
1794,1794,195.828838
1795,1795,188.9975053
1796,1796,181.5431579
1797,1797,183.6055094
1798,1798,191.5353705
1799,1799,189.8250651
1800,1800,191.3955123
1801,1801,193.1402582
1802,1802,194.5988863
1803,1803,198.9727491
1804,1804,197.577896
1805,1805,176.0062253
1806,1806,172.526081
1807,1807,157.3907198
1808,1808,152.982105
1809,1809,145.2079074
1810,1810,149.8295996
1811,1811,145.5075337
1812,1812,143.2512881
1813,1813,149.8373918
1814,1814,138.2903867
1815,1815,133.4101276
1816,1816,131.060074
1817,1817,123.4935227
1818,1818,115.4225235
1819,1819,92.79822183
1820,1820,103.7542921
1821,1821,97.34437682
1822,1822,97.1908071
1823,1823,97.09576634
1824,1824,100.7129271
1825,1825,111.4508352
1826,1826,121.8647253
1827,1827,136.1659082
1828,1828,143.8907036
1829,1829,155.0260182
1830,1830,154.0194794
1831,1831,167.6471789
1832,1832,180.2558356
1833,1833,195.2498193
1834,1834,184.3426992
1835,1835,188.7234214
1836,1836,186.905093
1837,1837,185.1027817
1838,1838,184.4661063
1839,1839,185.4909854
1840,1840,178.5138916
1841,1841,172.9179103
1842,1842,190.4395445
1843,1843,176.9304529
1844,1844,172.5676742
1845,1845,192.6199941
1846,1846,195.0268353
1847,1847,190.9482841
1848,1848,168.6819008
1849,1849,166.5829702
1850,1850,175.1504606
1851,1851,148.1658833
1852,1852,146.1923022
1853,1853,142.4308435
1854,1854,144.0361383
1855,1855,139.3599107
1856,1856,115.4665652
1857,1857,112.9829111
1858,1858,110.5926045
1859,1859,100.9322784
1860,1860,99.44710192
1861,1861,98.08638114
1862,1862,91.17274183
1863,1863,111.1143986
1864,1864,111.1507277
1865,1865,114.4810223
1866,1866,113.7892372
1867,1867,120.2541875
1868,1868,123.3065082
1869,1869,140.7619359
1870,1870,165.2797853
1871,1871,165.7436913
1872,1872,163.0010228
1873,1873,152.3905653
1874,1874,150.7082449
1875,1875,163.6728504
1876,1876,166.474969
1877,1877,152.6509793
1878,1878,150.3997283
1879,1879,149.4110367
1880,1880,158.110366
1881,1881,161.1609759
1882,1882,173.6169885
1883,1883,167.6758596
1884,1884,167.9389089
1885,1885,165.1588055
1886,1886,177.4385441
1887,1887,184.5419324
1888,1888,180.7014669
1889,1889,181.011004
1890,1890,169.7928244
1891,1891,149.0991081
1892,1892,148.1302224
1893,1893,139.020429
1894,1894,131.1331236
1895,1895,121.4703908
1896,1896,123.3425699
1897,1897,110.6407262
1898,1898,101.463777
1899,1899,94.65027793
1900,1900,94.51852116
1901,1901,94.13597514
1902,1902,86.70299064
1903,1903,87.96610693
1904,1904,99.36186228
1905,1905,99.27689646
1906,1906,106.1977416
1907,1907,108.1738649
1908,1908,107.6012596
1909,1909,129.1673535
1910,1910,141.7935287
1911,1911,152.4776838
1912,1912,155.7737023
1913,1913,175.1582964
1914,1914,177.15664
1915,1915,180.387648
1916,1916,185.3058573
1917,1917,194.8499704
1918,1918,189.0317373
1919,1919,198.4167877
1920,1920,194.9234719
1921,1921,216.3497737
1922,1922,201.7530871
1923,1923,208.3266181
1924,1924,210.0187829
1925,1925,212.2091946
1926,1926,211.8948364
1927,1927,193.9882335
1928,1928,201.9395354
1929,1929,211.1780438
1930,1930,208.5286037
1931,1931,201.7784576
1932,1932,197.3469294
1933,1933,193.6281401
1934,1934,191.8604399
1935,1935,171.1858056
1936,1936,154.4374612
1937,1937,158.3233218
1938,1938,141.1159202
1939,1939,143.7821336
1940,1940,141.053688
1941,1941,145.2590986
1942,1942,139.9944764
1943,1943,129.4902554
1944,1944,123.3978315
1945,1945,109.7829029
1946,1946,111.5402653
1947,1947,127.1832256
1948,1948,138.2095504
1949,1949,142.9014168
1950,1950,134.1045968
1951,1951,176.8857925
1952,1952,188.5752825
1953,1953,219.584524
1954,1954,206.0833104
1955,1955,209.3901644
1956,1956,206.71495
1957,1957,228.3791103
1958,1958,228.4535302
1959,1959,232.6680844
1960,1960,221.252052
1961,1961,218.4151218
1962,1962,219.5006242
1963,1963,219.3941725
1964,1964,222.8666002
1965,1965,229.3670111
1966,1966,224.9766226
1967,1967,207.4825681
1968,1968,203.4622395
1969,1969,206.5920517
1970,1970,216.6920025
1971,1971,196.7445307
1972,1972,191.9174336
1973,1973,190.1706243
1974,1974,165.5220074
1975,1975,169.3884157
1976,1976,167.0371458
1977,1977,166.8006627
1978,1978,167.8796123
1979,1979,149.9044209
1980,1980,145.8723476
1981,1981,134.4675642
1982,1982,130.1249685
1983,1983,117.5759262
1984,1984,115.6744255
1985,1985,113.2143267
1986,1986,115.2287914
1987,1987,115.6907867
1988,1988,119.4249353
1989,1989,126.3000274
1990,1990,141.6732831
1991,1991,163.781442
1992,1992,166.8301752
1993,1993,166.9161342
1994,1994,170.2201608
1995,1995,176.9561478
1996,1996,159.3933056
1997,1997,149.6533196
1998,1998,142.5062647
1999,1999,157.5080408
2000,2000,157.5017865
2001,2001,173.2458824
2002,2002,180.6096854
2003,2003,173.8110256
2004,2004,164.7282793
2005,2005,173.5814928
2006,2006,170.790989
2007,2007,173.2662447
2008,2008,164.2318084
2009,2009,165.5051754
2010,2010,166.9313361
2011,2011,171.9287728
2012,2012,167.9167803
2013,2013,178.6682969
2014,2014,170.7986055
2015,2015,170.8252575
2016,2016,174.0337652
2017,2017,154.4135863
2018,2018,138.3584652
2019,2019,137.3836518
2020,2020,128.9102397
2021,2021,124.40861
2022,2022,126.2359582
2023,2023,108.8453456
2024,2024,110.4126733
2025,2025,105.5455144
2026,2026,104.0316135
2027,2027,100.346727
2028,2028,99.70349834
2029,2029,114.1032196
2030,2030,117.1469072
2031,2031,130.3942647
2032,2032,138.7933773
2033,2033,138.71577
2034,2034,156.5279627
2035,2035,164.1333803
2036,2036,179.3742669
2037,2037,192.4442123
2038,2038,192.8624246
2039,2039,206.0942211
2040,2040,203.5882827
2041,2041,195.2963008
2042,2042,195.984112
2043,2043,204.9148732
2044,2044,202.0297214
2045,2045,191.2320644
2046,2046,203.5157157
2047,2047,200.8449768
2048,2048,193.8006079
2049,2049,183.3302867
2050,2050,170.5828858
2051,2051,159.3593718
2052,2052,171.2306848
2053,2053,163.8707617
2054,2054,154.1377659
2055,2055,150.5925081
2056,2056,143.1778873
2057,2057,144.9255537
2058,2058,142.3391355
2059,2059,124.3035174
2060,2060,126.9542771
2061,2061,124.0975123
2062,2062,116.2815008
2063,2063,103.1810823
2064,2064,98.03499407
2065,2065,94.55185275
2066,2066,102.8499047
2067,2067,102.6257441
2068,2068,144.0633281
2069,2069,133.4543836
2070,2070,139.3403541
2071,2071,155.5763303
2072,2072,145.4972623
2073,2073,162.0594064
2074,2074,170.6600882
2075,2075,165.8948558
2076,2076,171.6456187
2077,2077,189.7715414
2078,2078,182.846084
2079,2079,193.9585334
2080,2080,191.5240568
2081,2081,179.8694852
2082,2082,200.1571309
2083,2083,190.0274449
2084,2084,196.1321041
2085,2085,198.7218567
2086,2086,192.9767036
2087,2087,188.1388278
2088,2088,202.6543602
2089,2089,203.3561764
2090,2090,205.2271138
2091,2091,203.0635726
2092,2092,200.2190217
2093,2093,197.5248994
2094,2094,205.8012588
2095,2095,216.5156349
2096,2096,191.6896552
2097,2097,200.2297488
2098,2098,179.001315
2099,2099,131.6401567
2100,2100,138.0753354
2101,2101,148.0414745
2102,2102,117.0039991
2103,2103,130.70533
2104,2104,128.137436
2105,2105,134.8444919
2106,2106,133.8062862
2107,2107,130.0683372
2108,2108,124.4487017
2109,2109,131.1854736
2110,2110,131.1841445
2111,2111,132.4908076
2112,2112,122.7517592
2113,2113,139.8807174
2114,2114,132.8487766
2115,2115,146.0838826
2116,2116,151.0373542
2117,2117,165.0763751
2118,2118,144.3818568
2119,2119,152.871711
2120,2120,158.7387642
2121,2121,165.8488609
2122,2122,182.5558066
2123,2123,166.6546451
2124,2124,171.6602908
2125,2125,166.6131632
2126,2126,172.3543318
2127,2127,188.754836
2128,2128,198.2237074
2129,2129,192.9763331
2130,2130,201.4246165
2131,2131,200.5527364
2132,2132,198.9232541
2133,2133,201.4926106
2134,2134,208.9384824
2135,2135,211.5424748
2136,2136,198.4253447
2137,2137,209.4594118
2138,2138,209.0229638
2139,2139,197.3124511
2140,2140,195.4300708
2141,2141,181.7260946
2142,2142,168.3512252
2143,2143,169.7118686
2144,2144,151.7048388
2145,2145,145.6139295
2146,2146,159.4517996
2147,2147,110.0262637
2148,2148,150.6365358
2149,2149,123.0008717
2150,2150,118.3143477
2151,2151,121.4535612
2152,2152,116.7330577
2153,2153,111.9626502
2154,2154,113.2155878
2155,2155,111.1026694
2156,2156,116.6005922
2157,2157,117.7077915
2158,2158,146.8520077
2159,2159,118.4699417
2160,2160,161.4472017
2161,2161,162.3458429
2162,2162,181.7110146
2163,2163,161.164367
2164,2164,170.1567678
2165,2165,166.0560689
2166,2166,178.1709179
2167,2167,171.6296304
2168,2168,167.9860377
2169,2169,169.8493128
2170,2170,165.8279468
2171,2171,180.1008797
2172,2172,180.9158841
2173,2173,184.9348668
2174,2174,189.4489564
2175,2175,186.0443219
2176,2176,182.6986932
2177,2177,187.0730907
2178,2178,191.5634822
2179,2179,195.5631203
2180,2180,196.0128163
2181,2181,193.4541496
2182,2182,188.5589436
2183,2183,180.7511564
2184,2184,159.4999172
2185,2185,147.6909496
2186,2186,142.79245
2187,2187,138.5891081
2188,2188,133.9494698
2189,2189,106.3688022
2190,2190,104.3750594
2191,2191,106.2974024
2192,2192,105.6110523
2193,2193,111.5548058
2194,2194,97.8717565
2195,2195,103.7366475
2196,2196,106.5763471
2197,2197,98.66813162
2198,2198,97.16141754
2199,2199,100.6017653
2200,2200,107.5215336
2201,2201,110.3447186
2202,2202,117.273604
2203,2203,136.3899481
2204,2204,140.0227425
2205,2205,140.82289
2206,2206,146.2518461
2207,2207,146.9405856
2208,2208,162.9267998
2209,2209,179.8310459
2210,2210,175.7680404
2211,2211,181.001898
2212,2212,176.5935711
2213,2213,183.7308276
2214,2214,182.9910258
2215,2215,189.6921382
2216,2216,188.219752
2217,2217,206.1004085
2218,2218,194.5773278
2219,2219,200.5098901
2220,2220,209.4810305
2221,2221,193.0148805
2222,2222,184.4573574
2223,2223,197.9329923
2224,2224,201.8558621
2225,2225,193.6848402
2226,2226,206.8618936
2227,2227,202.3324386
2228,2228,195.6627356
2229,2229,209.8326763
2230,2230,187.0598051
2231,2231,171.6351633
2232,2232,163.7752058
2233,2233,166.33803
2234,2234,164.0120793
2235,2235,121.0181316
2236,2236,75.259116
2237,2237,133.7708534
2238,2238,82.79241209
2239,2239,78.08896256
2240,2240,74.01244064
2241,2241,71.89339653
2242,2242,70.46213489
2243,2243,103.8364515
2244,2244,101.3033689
2245,2245,125.8948885
2246,2246,112.1231071
2247,2247,131.0488325
2248,2248,153.8022822
2249,2249,149.0125887
2250,2250,159.9393475
2251,2251,167.0460918
2252,2252,165.7106314
2253,2253,171.494144
2254,2254,177.4223202
2255,2255,192.5800791
2256,2256,188.7545592
2257,2257,183.5583993
2258,2258,199.893036
2259,2259,198.9831853
2260,2260,196.3374069
2261,2261,196.7183541
2262,2262,195.0768113
2263,2263,191.7006821
2264,2264,201.3490904
2265,2265,200.3735264
2266,2266,203.0518132
2267,2267,208.4810283
2268,2268,204.6032819
2269,2269,203.1222607
2270,2270,204.8342891
2271,2271,212.4673313
2272,2272,216.8208369
2273,2273,201.8437328
2274,2274,242.0369049
2275,2275,176.0844768
2276,2276,151.2259391
2277,2277,139.9435131
2278,2278,125.2857529
2279,2279,150.400648
2280,2280,131.3448682
2281,2281,138.3632813
2282,2282,136.4590511
2283,2283,135.4837246
2284,2284,131.1849036
2285,2285,124.2024683
2286,2286,128.1031812
2287,2287,133.9260755
2288,2288,128.7684932
2289,2289,145.4946506
2290,2290,144.7935774
2291,2291,133.1088321
2292,2292,146.5468161
2293,2293,148.612432
2294,2294,160.9938995
2295,2295,170.2418268
2296,2296,160.7773603
2297,2297,159.6455268
2298,2298,163.5580067
2299,2299,170.6053012
2300,2300,172.0642304
2301,2301,169.9097725
2302,2302,169.5957721
2303,2303,187.3925202
2304,2304,210.9526574
2305,2305,182.0439985
2306,2306,193.125437
2307,2307,196.7379799
2308,2308,202.75845
2309,2309,190.9705716
2310,2310,200.00915
2311,2311,200.4825121
2312,2312,203.12991
2313,2313,204.3983907
2314,2314,206.2190846
2315,2315,208.6215476
2316,2316,190.3504763
2317,2317,196.2204243
2318,2318,199.5946929
2319,2319,176.8488802
2320,2320,163.5730632
2321,2321,150.0877469
2322,2322,172.3442929
2323,2323,153.7365497
2324,2324,153.9579334
2325,2325,141.0117939
2326,2326,121.1689514
2327,2327,119.596892
2328,2328,119.7273088
2329,2329,117.1665265
2330,2330,115.1802582
2331,2331,118.9995325
2332,2332,110.187111
2333,2333,115.2511425
2334,2334,117.9125691
2335,2335,124.7041336
2336,2336,142.9678617
2337,2337,160.9411166
2338,2338,151.8134001
2339,2339,160.0642839
2340,2340,179.3130765
2341,2341,152.556365
2342,2342,177.2312655
2343,2343,186.6357747
2344,2344,164.681098
2345,2345,168.36519
2346,2346,168.9264636
2347,2347,166.4310815
2348,2348,174.7295563
2349,2349,180.8557031
2350,2350,176.2102813
2351,2351,191.4861921
2352,2352,186.6182093
2353,2353,188.5408611
2354,2354,188.2767482
2355,2355,192.0229139
2356,2356,192.0326586
2357,2357,196.8962122
2358,2358,192.6546456
2359,2359,182.3851785
2360,2360,161.1517639
2361,2361,147.9665776
2362,2362,149.0822935
2363,2363,141.461957
2364,2364,136.0647227
2365,2365,132.3143417
2366,2366,105.5114613
2367,2367,109.5896549
2368,2368,92.24995612
2369,2369,88.46005394
2370,2370,91.69208798
2371,2371,102.5896131
2372,2372,112.4881303
2373,2373,120.7503949
2374,2374,130.6781385
2375,2375,143.7735142
2376,2376,160.7043985
2377,2377,165.6983361
2378,2378,179.7639067
2379,2379,182.691717
2380,2380,178.5488536
2381,2381,173.7237526
2382,2382,170.9214918
2383,2383,180.140018
2384,2384,189.6808884
2385,2385,190.9840265
2386,2386,193.0228778
2387,2387,190.1623254
2388,2388,188.9774811
2389,2389,185.7034632
2390,2390,189.300211
2391,2391,204.7909867
2392,2392,184.2976069
2393,2393,200.9640897
2394,2394,203.5841508
2395,2395,198.5302442
2396,2396,199.8034328
2397,2397,182.628816
2398,2398,175.9497525
2399,2399,148.6835176
2400,2400,152.1059296
2401,2401,137.9494283
2402,2402,151.3570771
2403,2403,145.821697
2404,2404,142.0223015
2405,2405,145.8734697
2406,2406,139.5969516
2407,2407,133.4412363
2408,2408,129.7064959
2409,2409,121.1023804
2410,2410,115.8752624
2411,2411,106.8547436
2412,2412,98.58486061
2413,2413,106.3401424
2414,2414,91.62818065
2415,2415,98.50447347
2416,2416,105.8953825
2417,2417,105.6762094
2418,2418,126.539378
2419,2419,135.5021823
2420,2420,143.6995343
2421,2421,153.2350544
2422,2422,158.2338576
2423,2423,161.5592532
2424,2424,187.6026279
2425,2425,187.2486876
2426,2426,186.5610102
2427,2427,182.9479776
2428,2428,186.9206301
2429,2429,186.3906062
2430,2430,185.3741075
2431,2431,189.1657557
2432,2432,181.7200433
2433,2433,179.4917035
2434,2434,176.0616315
2435,2435,172.5093319
2436,2436,177.3014555
2437,2437,194.7869972
2438,2438,193.6698893
2439,2439,186.74152
2440,2440,168.6558859
2441,2441,166.5683481
2442,2442,163.9662064
2443,2443,142.649686
2444,2444,140.9527507
2445,2445,139.8003754
2446,2446,141.6794473
2447,2447,131.4769218
2448,2448,113.4779429
2449,2449,113.4064218
2450,2450,115.5368517
2451,2451,101.7810465
2452,2452,102.0922519
2453,2453,97.64999699
2454,2454,101.85874
2455,2455,108.4255852
2456,2456,111.3080131
2457,2457,115.8802697
2458,2458,118.3897372
2459,2459,116.9995401
2460,2460,120.9919075
2461,2461,134.1669443
2462,2462,164.1363088
2463,2463,156.8039191
2464,2464,156.0132557
2465,2465,156.2806306
2466,2466,154.5923563
2467,2467,166.9171725
2468,2468,165.0032592
2469,2469,160.7081825
2470,2470,149.620671
2471,2471,156.749902
2472,2472,163.8735934
2473,2473,162.1588145
2474,2474,176.7961967
2475,2475,172.2129258
2476,2476,159.6674197
2477,2477,167.3607947
2478,2478,177.9716403
2479,2479,181.7418442
2480,2480,178.4848224
2481,2481,176.3480958
2482,2482,165.0342575
2483,2483,151.467329
2484,2484,153.5816729
2485,2485,132.8065551
2486,2486,132.2906793
2487,2487,122.0998487
2488,2488,118.4305555
2489,2489,111.2793616
2490,2490,102.5052755
2491,2491,94.40071773
2492,2492,93.77499069
2493,2493,93.3069869
2494,2494,85.46022894
2495,2495,81.81009094
2496,2496,91.89480941
2497,2497,100.719145
2498,2498,108.1635791
2499,2499,109.3229636
2500,2500,106.3351108
2501,2501,124.7788968
2502,2502,139.2335437
2503,2503,153.5248024
2504,2504,160.6823825
2505,2505,176.1463124
2506,2506,185.9288736
2507,2507,189.6948627
2508,2508,182.697932
2509,2509,195.1530676
2510,2510,184.418583
2511,2511,195.1876889
2512,2512,199.1350383
2513,2513,219.1035158
2514,2514,210.7169458
2515,2515,206.929297
2516,2516,208.0498194
